6,3,11,5,4,12,11,4,3,6,5,4,12,6,7,11,3,7,3,
12,47,60,59,59,60,60,59,60,60,59,60,60,60,60,59,60,48,6,
3,61,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,62,5,
11,61,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,62,7,
6,61,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,62,11,
12,61,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,62,12,
11,61,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,62,3,
3,61,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,62,7,
4,61,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,62,4,
3,61,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,62,3,
6,61,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,62,4,
12,61,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,62,5,
5,61,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,62,11,
4,61,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,62,5,
11,61,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,62,3,
7,61,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,62,4,
6,61,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,62,6,
11,55,67,67,67,67,67,67,45,54,46,67,67,67,67,67,67,56,5,
3,4,12,4,7,4,5,5,61,54,62,7,12,4,5,11,12,4,7,
