6,3,11,4,12,7,4,4,5,61,54,62,12,6,7,11,3,7,3,
12,6,70,70,11,5,5,70,70,61,54,62,70,70,3,11,6,5,6,
7,70,53,70,70,12,70,70,20,61,54,62,70,69,70,12,6,70,7,
11,70,70,70,70,70,70,70,70,61,54,62,70,70,70,70,70,20,4,
5,70,5,12,70,69,70,70,70,61,54,62,70,70,70,12,4,70,11,
12,70,70,5,70,70,70,70,70,61,54,62,70,70,70,7,70,70,12,
11,70,70,70,70,70,70,70,70,61,54,62,20,70,70,70,70,7,3,
3,70,53,70,70,70,69,70,70,61,54,62,70,70,70,69,70,5,7,
60,59,59,59,59,59,59,59,59,37,54,62,70,70,70,70,70,70,4,
54,54,54,54,54,54,54,54,54,54,54,62,70,70,70,70,70,70,5,
68,68,67,67,67,67,68,67,67,67,67,56,70,70,70,70,70,5,4,
12,70,70,70,70,70,70,70,70,70,70,70,70,53,70,70,70,70,6,
5,4,70,70,70,70,70,70,70,70,70,70,70,70,70,5,70,70,11,
4,7,5,20,70,70,70,70,70,70,70,70,70,70,70,12,7,70,3,
11,4,12,70,70,70,3,12,70,70,70,5,70,70,70,5,70,70,4,
7,70,70,70,70,70,70,70,70,5,6,5,70,70,69,70,70,20,11,
12,69,70,70,12,3,70,70,70,5,70,70,70,70,70,70,12,70,4,
6,11,70,3,4,11,70,53,70,70,70,70,70,5,70,70,70,70,5,
3,4,11,4,7,4,5,5,4,4,11,3,12,4,5,11,12,4,7,

