tileswide 33
tileshigh 19
tilewidth 32
tileheight 32

layer 0
5,2,4,3,5,5,1,5,3,2,4,5,2,4,5,0,5,4,3,5,0,5,4,5,81,71,52,60,53,71,81,0,5,
2,10,1,81,5,81,9,4,80,10,71,81,10,79,1,8,79,81,81,81,8,3,2,81,1,81,68,60,69,2,81,8,5,
10,4,9,71,50,54,55,55,54,55,54,55,54,51,9,71,81,0,81,5,37,36,10,81,9,50,48,60,53,10,81,3,2,
5,0,50,54,48,60,60,60,60,60,60,60,60,49,54,54,51,8,37,42,39,38,36,80,71,68,60,60,53,81,81,71,10,
1,8,68,60,60,60,57,63,62,63,62,56,60,60,60,60,69,3,33,44,44,45,40,1,81,68,60,57,59,0,81,81,1,
9,81,52,60,57,62,59,37,42,36,71,58,62,62,56,60,53,81,47,35,44,30,46,9,0,68,60,69,71,8,81,81,9,
4,71,68,60,69,5,37,39,45,38,42,42,36,79,68,60,69,5,4,79,47,46,3,81,8,68,60,53,1,81,3,81,5,
5,0,52,60,69,37,39,44,44,45,44,44,38,36,52,60,49,55,55,55,55,55,55,55,55,48,60,69,9,81,81,80,0,
1,8,68,60,69,33,44,45,44,44,45,44,30,46,68,60,60,60,60,60,60,60,60,60,60,60,60,53,80,81,81,81,8,
9,81,52,60,69,41,45,44,44,45,30,35,46,0,68,60,57,63,62,62,63,62,62,63,62,56,60,49,54,51,1,81,3,
3,2,52,60,69,47,31,30,34,35,46,2,5,8,52,60,69,79,0,4,71,1,4,2,3,68,60,60,60,69,9,2,5,
0,10,68,60,69,1,47,46,4,81,81,10,81,71,58,62,59,5,8,5,4,9,0,10,71,58,62,56,60,69,79,10,5,
8,80,68,60,53,9,71,81,81,64,67,66,65,81,81,80,81,81,71,3,81,81,8,64,67,66,65,58,62,59,64,67,6,
5,81,58,62,59,64,66,67,66,72,74,74,73,67,65,81,4,64,66,67,66,67,66,72,74,74,73,66,67,66,72,74,7,
6,66,67,66,67,72,74,74,74,74,74,74,74,74,73,66,67,72,74,74,74,74,74,74,74,74,74,74,74,74,74,70,11,
7,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,70,76,77,77,76,77,77,76,78,18,
7,74,74,74,74,74,74,74,70,77,76,76,77,77,76,77,76,77,77,76,77,77,76,78,18,18,19,18,18,19,18,18,18,
11,77,76,77,77,77,76,77,78,18,19,18,19,18,18,18,19,18,18,18,18,19,18,18,19,18,19,18,18,18,18,19,18,
19,18,19,18,18,19,18,18,19,18,18,18,18,18,19,18,18,19,18,18,18,18,18,19,18,18,18,19,18,18,18,18,19,

