6,11,4,7,5,4,4,3,61,54,62,3,7,11,4,3,4,7,4,
12,24,41,58,57,42,3,11,61,54,62,70,3,4,11,5,11,11,12,
7,41,27,15,15,44,70,70,61,54,62,70,70,70,3,11,4,3,3,
4,43,15,14,15,28,42,21,61,54,62,70,21,70,70,70,4,5,4,
6,43,15,15,15,15,44,70,61,54,62,70,70,41,58,42,70,11,7,
12,43,15,15,15,14,28,42,61,54,62,70,41,27,15,44,70,70,4,
7,49,35,15,15,15,15,44,61,54,62,24,43,15,15,28,42,70,3,
11,70,43,14,15,15,14,44,61,54,62,41,27,15,14,15,44,21,3,
7,70,43,15,15,15,15,44,61,54,62,43,15,15,15,15,44,70,12,
4,70,43,15,15,15,15,44,61,54,62,43,15,14,15,15,44,24,4,
11,70,43,15,14,15,36,50,61,54,62,43,15,15,15,15,28,42,5,
5,70,49,35,15,15,44,70,61,54,62,43,15,15,14,15,15,44,4,
4,21,70,43,15,36,50,70,61,54,62,49,35,15,15,15,14,44,4,
12,70,70,49,65,50,70,70,61,54,62,24,43,15,15,15,15,44,3,
7,3,70,24,70,70,70,70,61,54,62,70,43,15,15,15,36,50,11,
3,3,11,3,70,70,21,70,61,54,62,70,49,35,14,15,44,70,7,
7,4,12,7,4,3,70,70,55,68,56,21,70,43,15,15,44,70,5,
6,7,3,7,11,6,7,12,70,70,70,70,70,49,65,66,50,70,6,
3,4,11,4,12,4,3,4,3,4,6,3,4,5,5,12,4,4,7,

